ordMonth,ordYear,productCode,productName,quantityOrdered,priceEach
9,2003,S18_2795,1928 Mercedes-Benz SSK,23,167.06
9,2003,S18_3320,1917 Maxwell Touring Car,42,89.29
9,2003,S24_1937,1939 Chevrolet Deluxe Coupe,36,31.2
9,2003,S24_2022,1938 Cadillac V-16 Presidential Limousine,49,39.87
9,2003,S24_3969,1936 Mercedes Benz 500k Roadster,26,38.57
9,2003,S24_4258,1936 Chrysler Airflow,20,90.57
9,2003,S10_1949,1952 Alpine Renault 1300,45,182.16
9,2003,S10_4962,1962 LanciaA Delta 16V,20,121.15
9,2003,S12_1666,1958 Setra Bus,30,135.3
9,2003,S18_1097,1940 Ford Pickup Truck,34,95.67
9,2003,S18_2949,1913 Ford Model T Speedster,47,93.21
9,2003,S18_2957,1934 Ford V8 Coupe,30,56.21
9,2003,S18_3136,18th Century Vintage Horse Carriage,26,97.39
9,2003,S18_4600,1940s Ford truck,49,111.39
9,2003,S18_4668,1939 Cadillac Limousine,30,47.29
9,2003,S32_3522,1996 Peterbilt 379 Stake Bed with Outrigger,49,62.05
9,2003,S700_2824,1982 Camaro Z28,20,95.08
9,2003,S12_4473,1957 Chevy Pickup,24,114.95
9,2003,S18_2238,1998 Chrysler Plymouth Prowler,43,152.27
9,2003,S18_2319,1964 Mercedes Tour Bus,49,106.78
9,2003,S18_2432,1926 Ford Fire Engine,39,58.34
9,2003,S18_3232,1992 Ferrari 360 Spider red,21,167.65
9,2003,S24_2300,1962 Volkswagen Microbus,42,109.9
9,2003,S24_2840,1958 Chevy Corvette Limited Edition,30,29.35
9,2003,S32_1268,1980’s GM Manhattan Express,27,84.75
9,2003,S32_2509,1954 Greyhound Scenicruiser,41,43.29
9,2003,S50_1392,Diamond T620 Semi-Skirted Tanker,26,108.81
9,2003,S18_4027,1970 Triumph Spitfire,35,117.77
9,2003,S24_1444,1970 Dodge Coronet,25,49.13
9,2003,S24_4048,1992 Porsche Cayenne Turbo Silver,23,112.37
9,2003,S32_3207,1950's Chicago Surface Lines Streetcar,33,57.17
9,2003,S12_1108,2001 Ferrari Enzo,20,201.57
9,2003,S12_3148,1969 Corvair Monza,42,128.42
9,2003,S12_3891,1969 Ford Falcon,49,155.72
9,2003,S18_3140,1903 Ford Model A,31,125.66
9,2003,S18_3259,Collectable Wooden Train,29,82.69
9,2003,S18_4522,1904 Buick Runabout,22,82.5
9,2003,S24_2011,18th century schooner,40,111.83
9,2003,S50_1514,1962 City of Detroit Streetcar,31,53.31
9,2003,S700_1138,The Schooner Bluenose,43,58
9,2003,S700_1938,The Mayflower,31,80.55
9,2003,S700_3505,The Titanic,50,87.15
9,2003,S700_3962,The Queen Mary,20,85.41
9,2003,S72_3212,Pont Yacht,50,51.87
10,2003,S24_3151,1912 Ford Model T Delivery Wagon,31,75.23
10,2003,S700_2610,The USS Constitution Ship,36,59.27
10,2003,S10_4757,1972 Alfa Romeo GTA,32,129.2
10,2003,S18_1662,1980s Black Hawk Helicopter,38,138.77
10,2003,S18_3029,1999 Yamaha Speed Boat,44,83.44
10,2003,S18_3856,1941 Chevrolet Special Deluxe Cabriolet,29,105.87
10,2003,S24_2841,1900s Vintage Bi-Plane,23,62.34
10,2003,S24_3420,1937 Horch 930V Limousine,34,56.55
10,2003,S24_3816,1940 Ford Delivery Sedan,37,76.31
10,2003,S24_3949,Corsair F4U ( Bird Cage),44,58.69
10,2003,S700_2047,HMS Bounty,32,89.61
10,2003,S700_2466,America West Airlines B757-200,20,87.75
10,2003,S700_3167,F/A 18 Hornet 1/72,43,76.8
10,2003,S700_4002,American Airlines: MD-11S,44,70.33
10,2003,S72_1253,Boeing X-32A JSF,34,49.16
10,2003,S50_1341,1930 Buick Marquette Phaeton,20,43.64
10,2003,S700_1691,American Airlines: B767-300,48,77.64
10,2003,S18_2581,P-51-D Mustang,33,69.27
10,2003,S24_1785,1928 British Royal Navy Airplane,40,89.72
10,2003,S24_4278,1900s Vintage Tri-Plane,33,66.65
10,2003,S32_1374,1997 BMW F650 ST,34,83.91
10,2003,S32_4289,1928 Ford Phaeton Deluxe,28,56.41
10,2003,S700_2834,ATA: B757-300,48,109.16
10,2003,S24_2000,1960 BSA Gold Star DBD34,22,67.79
10,2003,S10_1678,1969 Harley Davidson Ultimate Chopper,49,81.35
10,2003,S10_2016,1996 Moto Guzzi 1100i,37,101.1
10,2003,S10_4698,2003 Harley-Davidson Eagle Drag Bike,22,170.42
10,2003,S12_1099,1968 Ford Mustang,41,188.73
10,2003,S12_2823,2002 Suzuki XREO,38,131.04
10,2003,S12_3990,1970 Plymouth Hemi Cuda,24,67.03
10,2003,S18_2625,1936 Harley Davidson El Knucklehead,42,51.48
10,2003,S18_3278,1969 Dodge Super Bee,21,66.74
10,2003,S18_3482,1976 Ford Gran Torino,25,129.35
10,2003,S18_3782,1957 Vespa GS150,21,54.71
10,2003,S18_4721,1957 Corvette Convertible,32,142.85
10,2003,S24_1578,1997 BMW R 1100 S,44,100.3
10,2003,S24_2360,1982 Ducati 900 Monster,27,67.18
10,2003,S24_3371,1971 Alpine Renault 1600s,50,49.6
10,2003,S24_4620,1961 Chevrolet Impala,23,80.84
10,2003,S32_2206,1982 Ducati 996 R,35,39.43
10,2003,S32_4485,1974 Ducati 350 Mk3 Desmo,23,86.74
10,2003,S50_4713,2002 Yamaha YZR M1,31,78.11
10,2003,S12_3380,1968 Dodge Charger,46,96.3
10,2003,S12_4675,1969 Dodge Charger,50,93.28
10,2003,S18_1889,1948 Porsche 356-A Roadster,38,70.84
10,2003,S18_3232,1992 Ferrari 360 Spider red,20,140.55
10,2003,S24_2972,1982 Lamborghini Diablo,42,30.59
10,2003,S24_3856,1956 Porsche 356A Coupe,35,130.6
10,2003,S18_1129,1993 Mazda RX-7,28,121.72
10,2003,S18_1589,1965 Aston Martin DB5,43,102.04
10,2003,S18_1984,1995 Honda Civic,48,139.41
10,2003,S18_2870,1999 Indy 500 Monte Carlo SS,23,125.4
10,2003,S18_3685,1948 Porsche Type 356 Roadster,36,132.8
10,2003,S18_4933,1957 Ford Thunderbird,25,62.72
10,2003,S24_1046,1970 Chevy Chevelle SS 454,37,73.49
10,2003,S24_1628,1966 Shelby Cobra 427 S/C,23,47.29
10,2003,S24_2766,1949 Jaguar XK 120,20,82.69
10,2003,S24_2887,1952 Citroen-15CV,25,108.04
10,2003,S24_3191,1969 Chevrolet Camaro Z28,20,72.77
10,2003,S24_3432,2002 Chevy Corvette,30,94.23
10,2003,S18_1342,1937 Lincoln Berline,48,87.33
10,2003,S18_1367,1936 Mercedes-Benz 500K Special Roadster,45,45.28
10,2003,S18_1749,1917 Grand Touring Sedan,29,141.1
10,2003,S18_2248,1911 Ford Town Car,27,53.28
10,2003,S18_2325,1932 Model A Ford J-Coupe,38,113.15
10,2003,S18_2795,1928 Mercedes-Benz SSK,48,156.94
10,2003,S18_4409,1932 Alfa Romeo 8C2300 Spider Sport,39,86.51
10,2003,S24_1937,1939 Chevrolet Deluxe Coupe,37,27.55
10,2003,S24_2022,1938 Cadillac V-16 Presidential Limousine,43,38.98
10,2003,S24_3969,1936 Mercedes Benz 500k Roadster,37,32.82
10,2003,S10_1949,1952 Alpine Renault 1300,21,212.16
10,2003,S18_2949,1913 Ford Model T Speedster,31,101.31
10,2003,S18_2957,1934 Ford V8 Coupe,48,59.96
10,2003,S18_3136,18th Century Vintage Horse Carriage,40,101.58
10,2003,S18_3320,1917 Maxwell Touring Car,43,80.36
10,2003,S24_4258,1936 Chrysler Airflow,42,96.42
10,2003,S10_4962,1962 LanciaA Delta 16V,21,143.31
10,2003,S12_1666,1958 Setra Bus,49,121.64
10,2003,S18_1097,1940 Ford Pickup Truck,36,103.84
10,2003,S18_4600,1940s Ford truck,45,107.76
10,2003,S18_4668,1939 Cadillac Limousine,25,46.29
10,2003,S32_1268,1980’s GM Manhattan Express,24,91.49
10,2003,S32_3522,1996 Peterbilt 379 Stake Bed with Outrigger,49,57.53
10,2003,S700_2824,1982 Camaro Z28,39,86.99
10,2003,S12_1108,2001 Ferrari Enzo,44,168.32
10,2003,S12_3148,1969 Corvair Monza,34,123.89
10,2003,S12_3891,1969 Ford Falcon,27,152.26
10,2003,S12_4473,1957 Chevy Pickup,48,109.02
10,2003,S18_2238,1998 Chrysler Plymouth Prowler,29,134.26
10,2003,S18_2319,1964 Mercedes Tour Bus,46,120.28
10,2003,S18_2432,1926 Ford Fire Engine,31,60.77
10,2003,S18_3232,1992 Ferrari 360 Spider red,47,154.1
10,2003,S18_3259,Collectable Wooden Train,50,84.71
10,2003,S18_4027,1970 Triumph Spitfire,28,123.51
10,2003,S24_1444,1970 Dodge Coronet,25,46.82
10,2003,S24_2300,1962 Volkswagen Microbus,32,117.57
10,2003,S24_2840,1958 Chevy Corvette Limited Edition,27,31.12
10,2003,S24_4048,1992 Porsche Cayenne Turbo Silver,24,106.45
10,2003,S32_2509,1954 Greyhound Scenicruiser,48,50.86
10,2003,S32_3207,1950's Chicago Surface Lines Streetcar,44,55.3
10,2003,S50_1392,Diamond T620 Semi-Skirted Tanker,48,106.49
10,2003,S50_1514,1962 City of Detroit Streetcar,38,49.21
10,2003,S18_3140,1903 Ford Model A,43,136.59
10,2003,S18_4522,1904 Buick Runabout,26,72.85
10,2003,S700_1938,The Mayflower,29,76.22
10,2003,S10_4757,1972 Alfa Romeo GTA,44,123.76
10,2003,S18_1662,1980s Black Hawk Helicopter,43,141.92
10,2003,S18_3029,1999 Yamaha Speed Boat,46,69.68
10,2003,S18_3856,1941 Chevrolet Special Deluxe Cabriolet,34,84.7
10,2003,S24_2011,18th century schooner,33,110.6
10,2003,S24_2841,1900s Vintage Bi-Plane,21,54.81
10,2003,S24_3151,1912 Ford Model T Delivery Wagon,20,77
10,2003,S24_3420,1937 Horch 930V Limousine,32,64.44
10,2003,S24_3816,1940 Ford Delivery Sedan,29,73.8
10,2003,S700_1138,The Schooner Bluenose,43,66
10,2003,S700_2047,HMS Bounty,29,87.8
10,2003,S700_2610,The USS Constitution Ship,46,62.16
10,2003,S700_3505,The Titanic,24,85.14
10,2003,S700_3962,The Queen Mary,28,83.42
10,2003,S72_1253,Boeing X-32A JSF,40,42.71
10,2003,S72_3212,Pont Yacht,38,43.68
10,2003,S10_1678,1969 Harley Davidson Ultimate Chopper,36,94.74
10,2003,S10_2016,1996 Moto Guzzi 1100i,27,97.53
10,2003,S10_4698,2003 Harley-Davidson Eagle Drag Bike,20,160.74
10,2003,S18_2581,P-51-D Mustang,21,75.19
10,2003,S18_2625,1936 Harley Davidson El Knucklehead,46,49.06
10,2003,S24_1578,1997 BMW R 1100 S,50,103.68
10,2003,S24_1785,1928 British Royal Navy Airplane,49,93.01
10,2003,S24_2000,1960 BSA Gold Star DBD34,29,72.36
10,2003,S24_3949,Corsair F4U ( Bird Cage),27,57.32
10,2003,S24_4278,1900s Vintage Tri-Plane,48,68.1
10,2003,S32_1374,1997 BMW F650 ST,28,89.9
10,2003,S32_4289,1928 Ford Phaeton Deluxe,31,57.78
10,2003,S50_1341,1930 Buick Marquette Phaeton,48,39.71
10,2003,S700_1691,American Airlines: B767-300,28,91.34
10,2003,S700_2466,America West Airlines B757-200,31,87.75
10,2003,S700_2834,ATA: B757-300,36,94.92
10,2003,S700_3167,F/A 18 Hornet 1/72,48,72
10,2003,S700_4002,American Airlines: MD-11S,39,67.37
11,2003,S12_1099,1968 Ford Mustang,30,163.44
11,2003,S12_2823,2002 Suzuki XREO,35,126.52
11,2003,S12_3990,1970 Plymouth Hemi Cuda,36,71.82
11,2003,S18_3278,1969 Dodge Super Bee,32,65.13
11,2003,S18_3482,1976 Ford Gran Torino,36,136.7
11,2003,S18_3782,1957 Vespa GS150,38,52.84
11,2003,S18_4721,1957 Corvette Convertible,33,120.53
11,2003,S24_2360,1982 Ducati 900 Monster,38,66.49
11,2003,S24_3371,1971 Alpine Renault 1600s,34,53.27
11,2003,S24_4620,1961 Chevrolet Impala,24,77.61
11,2003,S32_2206,1982 Ducati 996 R,26,37.01
11,2003,S32_4485,1974 Ducati 350 Mk3 Desmo,34,83.68
11,2003,S50_4713,2002 Yamaha YZR M1,48,75.66
11,2003,S12_3380,1968 Dodge Charger,47,116.27
11,2003,S12_4675,1969 Dodge Charger,41,93.28
11,2003,S18_1889,1948 Porsche 356-A Roadster,20,70.07
11,2003,S24_3856,1956 Porsche 356A Coupe,34,130.6
11,2003,S18_1129,1993 Mazda RX-7,35,134.46
11,2003,S18_1984,1995 Honda Civic,35,128.03
11,2003,S18_3232,1992 Ferrari 360 Spider red,39,165.95
11,2003,S24_2972,1982 Lamborghini Diablo,36,34.74
11,2003,S18_1589,1965 Aston Martin DB5,42,109.51
11,2003,S18_2870,1999 Indy 500 Monte Carlo SS,39,117.48
11,2003,S18_3685,1948 Porsche Type 356 Roadster,48,139.87
11,2003,S24_1046,1970 Chevy Chevelle SS 454,32,61
11,2003,S24_1628,1966 Shelby Cobra 427 S/C,34,43.27
11,2003,S24_2766,1949 Jaguar XK 120,22,79.97
11,2003,S24_3191,1969 Chevrolet Camaro Z28,24,77.91
11,2003,S24_3432,2002 Chevy Corvette,22,87.81
11,2003,S18_1342,1937 Lincoln Berline,43,101.71
11,2003,S18_1367,1936 Mercedes-Benz 500K Special Roadster,48,51.75
11,2003,S18_1749,1917 Grand Touring Sedan,24,168.3
11,2003,S18_2248,1911 Ford Town Car,26,55.09
11,2003,S18_2325,1932 Model A Ford J-Coupe,31,127.13
11,2003,S18_2795,1928 Mercedes-Benz SSK,22,140.06
11,2003,S18_2957,1934 Ford V8 Coupe,28,56.84
11,2003,S18_3136,18th Century Vintage Horse Carriage,31,86.92
11,2003,S18_3320,1917 Maxwell Touring Car,29,90.28
11,2003,S18_4409,1932 Alfa Romeo 8C2300 Spider Sport,21,77.31
11,2003,S18_4933,1957 Ford Thunderbird,39,58.44
11,2003,S24_1937,1939 Chevrolet Deluxe Coupe,31,29.87
11,2003,S24_2022,1938 Cadillac V-16 Presidential Limousine,27,39.42
11,2003,S24_2887,1952 Citroen-15CV,23,98.65
11,2003,S24_3969,1936 Mercedes Benz 500k Roadster,35,35.7
11,2003,S24_4258,1936 Chrysler Airflow,22,93.49
11,2003,S10_1949,1952 Alpine Renault 1300,34,207.87
11,2003,S12_1666,1958 Setra Bus,43,113.44
11,2003,S18_1097,1940 Ford Pickup Truck,48,108.5
11,2003,S18_2949,1913 Ford Model T Speedster,46,100.3
11,2003,S18_4668,1939 Cadillac Limousine,49,44.27
11,2003,S10_4962,1962 LanciaA Delta 16V,33,119.67
11,2003,S12_4473,1957 Chevy Pickup,26,109.02
11,2003,S18_2319,1964 Mercedes Tour Bus,48,101.87
11,2003,S18_2432,1926 Ford Fire Engine,41,59.55
11,2003,S18_3232,1992 Ferrari 360 Spider red,29,150.71
11,2003,S18_4600,1940s Ford truck,47,102.92
11,2003,S24_2300,1962 Volkswagen Microbus,28,121.4
11,2003,S24_2840,1958 Chevy Corvette Limited Edition,37,32.18
11,2003,S32_1268,1980’s GM Manhattan Express,22,89.57
11,2003,S32_2509,1954 Greyhound Scenicruiser,50,50.86
11,2003,S32_3522,1996 Peterbilt 379 Stake Bed with Outrigger,29,56.24
11,2003,S700_2824,1982 Camaro Z28,42,80.92
11,2003,S12_1108,2001 Ferrari Enzo,33,166.24
11,2003,S12_3148,1969 Corvair Monza,47,145.04
11,2003,S12_3891,1969 Ford Falcon,50,160.91
11,2003,S18_2238,1998 Chrysler Plymouth Prowler,20,139.17
11,2003,S18_4027,1970 Triumph Spitfire,36,140.75
11,2003,S24_1444,1970 Dodge Coronet,27,55.49
11,2003,S24_4048,1992 Porsche Cayenne Turbo Silver,29,101.72
11,2003,S32_3207,1950's Chicago Surface Lines Streetcar,22,62.14
11,2003,S50_1392,Diamond T620 Semi-Skirted Tanker,23,109.96
11,2003,S50_1514,1962 City of Detroit Streetcar,38,52.14
11,2003,S18_3140,1903 Ford Model A,23,113.37
11,2003,S18_3259,Collectable Wooden Train,29,92.77
11,2003,S18_4522,1904 Buick Runabout,35,82.5
11,2003,S24_2011,18th century schooner,50,115.52
11,2003,S24_3151,1912 Ford Model T Delivery Wagon,45,79.66
11,2003,S700_1138,The Schooner Bluenose,24,58.67
11,2003,S700_1938,The Mayflower,31,77.95
11,2003,S700_2610,The USS Constitution Ship,32,64.33
11,2003,S700_3505,The Titanic,44,88.15
11,2003,S700_3962,The Queen Mary,24,83.42
11,2003,S72_3212,Pont Yacht,40,52.96
11,2003,S10_4757,1972 Alfa Romeo GTA,24,131.92
11,2003,S18_1662,1980s Black Hawk Helicopter,42,127.73
11,2003,S18_3029,1999 Yamaha Speed Boat,41,70.54
11,2003,S18_3856,1941 Chevrolet Special Deluxe Cabriolet,48,104.81
11,2003,S24_2841,1900s Vintage Bi-Plane,34,67.82
11,2003,S24_3420,1937 Horch 930V Limousine,27,65.75
11,2003,S24_3816,1940 Ford Delivery Sedan,21,68.77
11,2003,S24_3949,Corsair F4U ( Bird Cage),30,64.15
11,2003,S700_2047,HMS Bounty,34,86.9
11,2003,S700_2466,America West Airlines B757-200,22,91.74
11,2003,S700_4002,American Airlines: MD-11S,45,68.11
11,2003,S72_1253,Boeing X-32A JSF,45,41.71
11,2003,S18_2581,P-51-D Mustang,24,82.79
11,2003,S24_1785,1928 British Royal Navy Airplane,47,105.04
11,2003,S24_4278,1900s Vintage Tri-Plane,27,66.65
11,2003,S32_1374,1997 BMW F650 ST,45,86.9
11,2003,S32_4289,1928 Ford Phaeton Deluxe,24,63.97
11,2003,S50_1341,1930 Buick Marquette Phaeton,34,43.2
11,2003,S700_1691,American Airlines: B767-300,23,75.81
11,2003,S700_2834,ATA: B757-300,25,98.48
11,2003,S700_3167,F/A 18 Hornet 1/72,39,80
11,2003,S10_1678,1969 Harley Davidson Ultimate Chopper,29,76.56
11,2003,S10_2016,1996 Moto Guzzi 1100i,42,99.91
11,2003,S10_4698,2003 Harley-Davidson Eagle Drag Bike,41,164.61
11,2003,S12_2823,2002 Suzuki XREO,40,131.04
11,2003,S18_2625,1936 Harley Davidson El Knucklehead,25,48.46
11,2003,S18_3782,1957 Vespa GS150,21,59.06
11,2003,S18_4721,1957 Corvette Convertible,44,147.31
11,2003,S24_1578,1997 BMW R 1100 S,48,98.05
11,2003,S24_2000,1960 BSA Gold Star DBD34,28,61.7
11,2003,S24_2360,1982 Ducati 900 Monster,35,60.95
11,2003,S24_4620,1961 Chevrolet Impala,28,68.71
11,2003,S32_2206,1982 Ducati 996 R,34,33.39
11,2003,S32_4485,1974 Ducati 350 Mk3 Desmo,22,102.05
11,2003,S50_4713,2002 Yamaha YZR M1,21,74.85
11,2003,S12_1099,1968 Ford Mustang,27,155.66
11,2003,S12_3380,1968 Dodge Charger,28,113.92
11,2003,S12_3990,1970 Plymouth Hemi Cuda,20,67.03
11,2003,S12_4675,1969 Dodge Charger,36,107.1
11,2003,S18_1129,1993 Mazda RX-7,44,124.56
11,2003,S18_1589,1965 Aston Martin DB5,42,124.44
11,2003,S18_1889,1948 Porsche 356-A Roadster,22,74.69
11,2003,S18_1984,1995 Honda Civic,21,129.45
11,2003,S18_2870,1999 Indy 500 Monte Carlo SS,27,130.68
11,2003,S18_3232,1992 Ferrari 360 Spider red,45,147.33
11,2003,S18_3278,1969 Dodge Super Bee,30,73.17
11,2003,S18_3482,1976 Ford Gran Torino,22,120.53
11,2003,S18_3685,1948 Porsche Type 356 Roadster,39,137.04
11,2003,S24_1628,1966 Shelby Cobra 427 S/C,34,45.28
11,2003,S24_2972,1982 Lamborghini Diablo,37,32.85
11,2003,S24_3371,1971 Alpine Renault 1600s,23,54.49
11,2003,S24_3856,1956 Porsche 356A Coupe,25,122.17
11,2003,S18_1342,1937 Lincoln Berline,25,83.22
11,2003,S18_1367,1936 Mercedes-Benz 500K Special Roadster,32,44.21
11,2003,S18_1749,1917 Grand Touring Sedan,44,159.8
11,2003,S18_2248,1911 Ford Town Car,38,54.49
11,2003,S18_2325,1932 Model A Ford J-Coupe,20,105.52
11,2003,S18_2795,1928 Mercedes-Benz SSK,21,135
11,2003,S18_3320,1917 Maxwell Touring Car,33,86.31
11,2003,S18_4409,1932 Alfa Romeo 8C2300 Spider Sport,36,88.35
11,2003,S18_4933,1957 Ford Thunderbird,44,61.29
11,2003,S24_1046,1970 Chevy Chevelle SS 454,47,63.2
11,2003,S24_1937,1939 Chevrolet Deluxe Coupe,39,31.86
11,2003,S24_2022,1938 Cadillac V-16 Presidential Limousine,31,39.87
11,2003,S24_2766,1949 Jaguar XK 120,36,87.24
11,2003,S24_2887,1952 Citroen-15CV,20,116.27
11,2003,S24_3191,1969 Chevrolet Camaro Z28,33,73.62
11,2003,S24_3432,2002 Chevy Corvette,49,95.3
11,2003,S24_3969,1936 Mercedes Benz 500k Roadster,23,34.88
11,2003,S10_1949,1952 Alpine Renault 1300,23,180.01
11,2003,S10_4962,1962 LanciaA Delta 16V,28,127.06
11,2003,S12_1666,1958 Setra Bus,41,114.8
11,2003,S18_1097,1940 Ford Pickup Truck,21,108.5
11,2003,S18_2949,1913 Ford Model T Speedster,37,91.18
11,2003,S18_2957,1934 Ford V8 Coupe,39,51.22
11,2003,S18_3136,18th Century Vintage Horse Carriage,22,90.06
11,2003,S18_4600,1940s Ford truck,21,118.66
11,2003,S18_4668,1939 Cadillac Limousine,40,42.26
11,2003,S24_4258,1936 Chrysler Airflow,47,81.81
11,2003,S32_3522,1996 Peterbilt 379 Stake Bed with Outrigger,49,52.36
11,2003,S700_2824,1982 Camaro Z28,23,85.98
11,2003,S12_4473,1957 Chevy Pickup,37,105.47
11,2003,S18_2238,1998 Chrysler Plymouth Prowler,46,145.72
11,2003,S18_2319,1964 Mercedes Tour Bus,46,119.05
11,2003,S18_2432,1926 Ford Fire Engine,44,60.77
11,2003,S18_3232,1992 Ferrari 360 Spider red,28,165.95
11,2003,S24_1444,1970 Dodge Coronet,31,57.22
11,2003,S24_2300,1962 Volkswagen Microbus,24,117.57
11,2003,S24_2840,1958 Chevy Corvette Limited Edition,42,30.06
11,2003,S24_4048,1992 Porsche Cayenne Turbo Silver,49,114.73
11,2003,S32_1268,1980’s GM Manhattan Express,46,84.75
11,2003,S32_2509,1954 Greyhound Scenicruiser,33,52.49
11,2003,S32_3207,1950's Chicago Surface Lines Streetcar,48,59.03
11,2003,S50_1392,Diamond T620 Semi-Skirted Tanker,45,92.6
11,2003,S12_1108,2001 Ferrari Enzo,21,195.33
11,2003,S12_3148,1969 Corvair Monza,33,146.55
11,2003,S12_3891,1969 Ford Falcon,43,147.07
11,2003,S18_3140,1903 Ford Model A,28,124.3
11,2003,S18_3259,Collectable Wooden Train,49,94.79
11,2003,S18_4027,1970 Triumph Spitfire,39,127.82
11,2003,S18_4522,1904 Buick Runabout,47,87.77
11,2003,S24_2011,18th century schooner,30,105.69
11,2003,S24_3151,1912 Ford Model T Delivery Wagon,33,83.2
11,2003,S50_1514,1962 City of Detroit Streetcar,20,46.86
11,2003,S700_1138,The Schooner Bluenose,21,64.67
11,2003,S700_1938,The Mayflower,30,79.68
11,2003,S700_2610,The USS Constitution Ship,39,61.44
11,2003,S700_3505,The Titanic,37,99.17
11,2003,S700_3962,The Queen Mary,22,93.35
11,2003,S72_3212,Pont Yacht,28,47.5
11,2003,S10_4757,1972 Alfa Romeo GTA,26,108.8
11,2003,S18_1662,1980s Black Hawk Helicopter,32,137.19
11,2003,S18_3029,1999 Yamaha Speed Boat,32,73.12
11,2003,S18_3856,1941 Chevrolet Special Deluxe Cabriolet,46,98.46
11,2003,S24_2841,1900s Vintage Bi-Plane,22,60.29
11,2003,S24_3420,1937 Horch 930V Limousine,21,59.83
11,2003,S24_3816,1940 Ford Delivery Sedan,36,68.77
11,2003,S700_2047,HMS Bounty,24,80.56
11,2003,S72_1253,Boeing X-32A JSF,28,42.71
11,2003,S18_2581,P-51-D Mustang,45,70.12
11,2003,S24_1785,1928 British Royal Navy Airplane,46,96.29
11,2003,S24_3949,Corsair F4U ( Bird Cage),43,55.96
11,2003,S24_4278,1900s Vintage Tri-Plane,33,64.48
11,2003,S32_4289,1928 Ford Phaeton Deluxe,31,61.22
11,2003,S50_1341,1930 Buick Marquette Phaeton,41,39.71
11,2003,S700_1691,American Airlines: B767-300,34,84.95
11,2003,S700_2466,America West Airlines B757-200,44,95.73
11,2003,S700_3167,F/A 18 Hornet 1/72,34,72
11,2003,S700_4002,American Airlines: MD-11S,44,70.33
11,2003,S10_1678,1969 Harley Davidson Ultimate Chopper,48,95.7
11,2003,S10_2016,1996 Moto Guzzi 1100i,38,111.8
11,2003,S10_4698,2003 Harley-Davidson Eagle Drag Bike,45,182.04
11,2003,S18_2625,1936 Harley Davidson El Knucklehead,32,52.09
11,2003,S24_1578,1997 BMW R 1100 S,25,95.8
11,2003,S24_2000,1960 BSA Gold Star DBD34,40,61.7
11,2003,S32_1374,1997 BMW F650 ST,44,81.91
11,2003,S700_2834,ATA: B757-300,29,96.11
11,2003,S12_2823,2002 Suzuki XREO,28,138.57
11,2003,S24_2360,1982 Ducati 900 Monster,42,58.87
11,2003,S32_2206,1982 Ducati 996 R,46,38.62
11,2003,S32_4485,1974 Ducati 350 Mk3 Desmo,42,89.8
11,2003,S50_4713,2002 Yamaha YZR M1,40,67.53
11,2003,S12_1099,1968 Ford Mustang,21,155.66
11,2003,S12_3380,1968 Dodge Charger,40,104.52
11,2003,S12_3990,1970 Plymouth Hemi Cuda,30,70.22
11,2003,S18_3278,1969 Dodge Super Bee,36,75.59
11,2003,S18_3482,1976 Ford Gran Torino,23,119.06
11,2003,S18_3782,1957 Vespa GS150,43,60.93
11,2003,S18_4721,1957 Corvette Convertible,32,136.9
11,2003,S24_3371,1971 Alpine Renault 1600s,48,53.27
11,2003,S24_4620,1961 Chevrolet Impala,44,77.61
11,2003,S12_4675,1969 Dodge Charger,27,99.04
11,2003,S18_1129,1993 Mazda RX-7,22,140.12
11,2003,S18_1589,1965 Aston Martin DB5,29,100.8
11,2003,S18_1889,1948 Porsche 356-A Roadster,45,70.84
11,2003,S18_1984,1995 Honda Civic,47,128.03
11,2003,S18_2870,1999 Indy 500 Monte Carlo SS,38,110.88
11,2003,S18_3232,1992 Ferrari 360 Spider red,26,137.17
11,2003,S18_3685,1948 Porsche Type 356 Roadster,45,125.74
11,2003,S24_1046,1970 Chevy Chevelle SS 454,37,72.02
11,2003,S24_1628,1966 Shelby Cobra 427 S/C,47,49.3
11,2003,S24_2766,1949 Jaguar XK 120,46,86.33
11,2003,S24_2887,1952 Citroen-15CV,23,112.74
11,2003,S24_2972,1982 Lamborghini Diablo,30,33.23
11,2003,S24_3191,1969 Chevrolet Camaro Z28,32,69.34
11,2003,S24_3432,2002 Chevy Corvette,46,93.16
11,2003,S24_3856,1956 Porsche 356A Coupe,45,112.34
11,2003,S18_1342,1937 Lincoln Berline,28,92.47
11,2003,S18_1367,1936 Mercedes-Benz 500K Special Roadster,46,46.36
11,2003,S18_1749,1917 Grand Touring Sedan,21,153
11,2003,S18_2248,1911 Ford Town Car,42,60.54
11,2003,S18_2325,1932 Model A Ford J-Coupe,44,115.69
11,2003,S18_2795,1928 Mercedes-Benz SSK,22,143.44
11,2003,S18_2949,1913 Ford Model T Speedster,28,87.13
11,2003,S18_2957,1934 Ford V8 Coupe,24,53.09
11,2003,S18_3136,18th Century Vintage Horse Carriage,23,97.39
11,2003,S18_3320,1917 Maxwell Touring Car,32,79.37
11,2003,S18_4409,1932 Alfa Romeo 8C2300 Spider Sport,24,92.03
11,2003,S18_4933,1957 Ford Thunderbird,25,66.28
11,2003,S24_1937,1939 Chevrolet Deluxe Coupe,26,32.19
11,2003,S24_2022,1938 Cadillac V-16 Presidential Limousine,20,44.8
